City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
344,paita,-5.0892,-81.1144,25.5,78,80,2.93,PE,1682498730
345,poronaysk,49.2167,143.1167,2.04,92,100,2.16,RU,1682498731
346,port saint john's,-31.6229,29.5448,26.07,67,30,3.22,ZA,1682498731
347,cananeia,-25.0147,-47.9267,19.23,93,99,1.86,BR,1682498732
348,mandan,46.8267,-100.8896,5.99,61,100,4.63,US,1682498733
349,posto fiscal rolim de moura,-13.0833,-62.2667,21.66,99,100,0.57,BR,1682498734
350,puerto armuelles,8.2833,-82.8667,24.94,87,100,1.32,PA,1682498736
351,santana,-0.0583,-51.1817,25.1,100,100,1.03,BR,1682498737
352,jayapura,-2.5333,140.7,28.66,89,99,2.9,ID,1682498643
353,likiep,9.8251,169.3107,27.26,83,100,9.72,MH,1682498740
354,san ramon,37.7799,-121.978,14.22,70,0,1.54,US,1682498741
355,pacific grove,36.6177,-121.9166,11.42,92,20,2.24,US,1682498741
356,muramatsu,37.6833,139.1833,10.12,94,100,3.24,JP,1682498743
357,kimbe,-5.5502,150.1429,26.26,87,100,0.79,PG,1682498744
358,lihue,21.9789,-159.3672,22.77,80,100,5.66,US,1682498744
359,dong ha,16.8163,107.1003,25.42,84,93,4.35,VN,1682498697
360,miquelon,47.0975,-56.3814,2.0,85,85,6.53,PM,1682498746
